ctx,n_disc,p_up_disc,n_val,p_up_val,edge_disc,edge_val,same_side,pattern
46,285,0.5263157894736842,307,0.5276872964169381,0.02631578947368418,0.027687296416938123,True,WB-SS-WB
80,293,0.47440273037542663,271,0.5129151291512916,0.02559726962457337,0.01291512915129156,False,WS-WB-SB
13,101,0.5247524752475248,85,0.5058823529411764,0.024752475247524774,0.00588235294117645,True,SB-DJ-WS
11,105,0.47619047619047616,92,0.44565217391304346,0.023809523809523836,0.05434782608695654,True,SB-DJ-WB
66,149,0.47651006711409394,169,0.46153846153846156,0.023489932885906062,0.038461538461538436,True,DJ-WS-WB
30,281,0.5231316725978647,305,0.5180327868852459,0.02313167259786475,0.0180327868852459,True,WB-WB-SB
91,421,0.5225653206650831,461,0.5097613882863341,0.0225653206650831,0.009761388286334105,True,WS-WS-WB
124,111,0.5225225225225225,126,0.4365079365079365,0.022522522522522515,0.06349206349206349,False,SS-SS-SS
16,299,0.5217391304347826,281,0.44483985765124556,0.021739130434782594,0.05516014234875444,False,SB-WS-WB
105,188,0.5212765957446809,189,0.5343915343915344,0.021276595744680882,0.03439153439153442,True,SS-WB-SB
108,296,0.4797297297297297,313,0.45686900958466453,0.020270270270270285,0.04313099041533547,True,SS-WB-WS
98,295,0.48135593220338985,313,0.44089456869009586,0.018644067796610153,0.059105431309904144,True,WS-SS-WS
121,191,0.4816753926701571,187,0.47593582887700536,0.018324607329842924,0.024064171122994638,True,SS-SS-WB
90,276,0.5181159420289855,347,0.4668587896253602,0.018115942028985477,0.033141210374639796,False,WS-WS-SB
68,168,0.48214285714285715,165,0.48484848484848486,0.01785714285714285,0.015151515151515138,True,DJ-WS-WS
8,281,0.5160142348754448,288,0.5277777777777778,0.016014234875444844,0.02777777777777779,True,SB-WB-WS
5,159,0.5157232704402516,179,0.4581005586592179,0.01572327044025157,0.041899441340782106,False,SB-WB-SB
106,274,0.5145985401459854,303,0.5214521452145214,0.014598540145985384,0.021452145214521434,True,SS-WB-WB
116,274,0.5145985401459854,294,0.5102040816326531,0.014598540145985384,0.010204081632653073,True,SS-WS-WB
119,177,0.5141242937853108,210,0.49523809523809526,0.01412429378531077,0.004761904761904745,False,SS-WS-SS
20,109,0.48623853211009177,122,0.5,0.01376146788990823,0.0,False,SB-SS-SB
0,148,0.5135135135135135,138,0.5652173913043478,0.013513513513513487,0.06521739130434778,True,SB-SB-SB
81,414,0.48792270531400966,425,0.508235294117647,0.012077294685990336,0.008235294117647007,False,WS-WB-WB
40,254,0.4881889763779528,298,0.5,0.011811023622047223,0.0,False,WB-WS-SB
31,417,0.5107913669064749,453,0.4856512141280353,0.010791366906474864,0.014348785871964698,False,WB-WB-WB
34,271,0.4907749077490775,293,0.5017064846416383,0.009225092250922495,0.0017064846416382506,False,WB-WB-SS
96,271,0.4907749077490775,292,0.4417808219178082,0.009225092250922495,0.05821917808219179,True,WS-SS-WB
65,122,0.4918032786885246,97,0.5360824742268041,0.008196721311475419,0.03608247422680411,False,DJ-WS-SB
95,195,0.5076923076923077,197,0.5228426395939086,0.007692307692307665,0.022842639593908642,True,WS-SS-SB
3,197,0.5076142131979695,231,0.42857142857142855,0.0076142131979695105,0.07142857142857145,False,SB-SB-WS
18,286,0.493006993006993,326,0.46932515337423314,0.006993006993006978,0.03067484662576686,True,SB-WS-WS
93,442,0.5067873303167421,515,0.5184466019417475,0.006787330316742057,0.01844660194174752,True,WS-WS-WS
83,421,0.49406175771971494,470,0.4425531914893617,0.005938242280285055,0.057446808510638325,True,WS-WB-WS
6,257,0.49416342412451364,322,0.5093167701863354,0.005836575875486361,0.009316770186335366,False,SB-WB-WB
88,178,0.5056179775280899,154,0.487012987012987,0.005617977528089901,0.012987012987012991,False,WS-DJ-WS
79,182,0.4945054945054945,208,0.4807692307692308,0.005494505494505475,0.019230769230769218,True,WS-SB-SS
44,281,0.505338078291815,304,0.48026315789473684,0.005338078291814985,0.019736842105263164,False,WB-WS-SS
25,196,0.49489795918367346,217,0.46543778801843316,0.005102040816326536,0.03456221198156684,True,WB-SB-SB
103,198,0.5050505050505051,191,0.4973821989528796,0.005050505050505083,0.002617801047120394,False,SS-SB-WS
35,101,0.504950495049505,114,0.4824561403508772,0.004950495049504955,0.017543859649122806,False,WB-DJ-SB
33,406,0.49507389162561577,446,0.48654708520179374,0.0049261083743842304,0.013452914798206261,True,WB-WB-WS
73,103,0.49514563106796117,104,0.5,0.004854368932038833,0.0,False,DJ-SS-WS
41,428,0.5046728971962616,416,0.46153846153846156,0.004672897196261627,0.038461538461538436,False,WB-WS-WB
39,113,0.504424778761062,95,0.4842105263157895,0.004424778761061954,0.01578947368421052,False,WB-DJ-SS
104,115,0.4956521739130435,115,0.5652173913043478,0.004347826086956497,0.06521739130434778,False,SS-SB-SS
43,431,0.4965197215777262,500,0.49,0.003480278422273775,0.010000000000000009,True,WB-WS-WS
115,189,0.5026455026455027,195,0.517948717948718,0.002645502645502673,0.017948717948717996,True,SS-WS-SB
28,279,0.4982078853046595,282,0.4787234042553192,0.0017921146953405187,0.021276595744680826,True,WB-SB-WS
1,192,0.5,200,0.6,0.0,0.09999999999999998,False,SB-SB-WB
94,290,0.5,323,0.47058823529411764,0.0,0.02941176470588236,False,WS-WS-SS
