ctx,n_disc,p_up_disc,n_val,p_up_val,edge_disc,edge_val,same_side,pattern
61,2169,0.5066851083448594,2284,0.4921190893169877,0.0066851083448593585,0.007880910683012277,False,DJ-DJ-WB
102,4896,0.4934640522875817,5542,0.5052327679538073,0.006535947712418277,0.005232767953807338,False,SS-SB-DJ
50,5141,0.5065162419762692,5570,0.5019748653500897,0.00651624197626921,0.0019748653500897273,True,DJ-SB-SB
51,5383,0.4935909344231841,6064,0.5047823218997362,0.00640906557681592,0.004782321899736153,False,DJ-SB-WB
12,1973,0.4936644703497212,2071,0.5065185900531144,0.006335529650278782,0.0065185900531143925,False,SB-DJ-DJ
14,5072,0.49369085173501576,5411,0.5158011458140824,0.006309148264984243,0.01580114581408243,False,SB-DJ-SS
42,6159,0.49374898522487415,6543,0.4964083753629833,0.006251014775125852,0.003591624637016677,True,WB-WS-DJ
82,6194,0.4938650306748466,6591,0.5041723562433622,0.006134969325153394,0.0041723562433622075,False,WS-WB-DJ
35,5488,0.4939868804664723,6053,0.5050388237237733,0.006013119533527678,0.005038823723773289,False,WB-DJ-SB
78,15885,0.5059490084985836,17122,0.49766382431958883,0.005949008498583597,0.0023361756804111677,False,WS-SB-WS
48,15739,0.49405934303322957,17322,0.49474656506177117,0.00594065696677043,0.005253434938228829,True,WB-SS-WS
41,17558,0.4941906823100581,18739,0.497251721009659,0.0058093176899419174,0.0027482789903410243,True,WB-WS-WB
118,16050,0.4942679127725857,17333,0.49858651127906306,0.005732087227414306,0.0014134887209369396,True,SS-WS-WS
90,15770,0.4943563728598605,16961,0.5013855315134721,0.0056436271401394955,0.0013855315134720936,False,WS-WS-SB
120,13018,0.5056076202181595,14297,0.5001748618591313,0.005607620218159526,0.00017486185913129226,True,SS-SS-SB
75,14431,0.5054396784699605,15535,0.5031219826198906,0.005439678469960518,0.0031219826198906064,True,WS-SB-SB
52,1949,0.5053873781426372,2142,0.5018674136321195,0.005387378142637234,0.0018674136321195078,True,DJ-SB-DJ
55,5503,0.4946392876612757,5905,0.4951735817104149,0.005360712338724316,0.004826418289585077,True,DJ-WB-SB
23,14390,0.505281445448228,15358,0.5041672092720406,0.0052814454482279505,0.004167209272040617,True,SB-SS-WS
109,14186,0.5052164105456084,15933,0.5054289838699554,0.0052164105456083965,0.005428983869955384,True,SS-WB-SS
121,14351,0.5051912758692774,15598,0.49256314912168225,0.0051912758692773675,0.007436850878317747,False,SS-SS-WB
115,14527,0.4948716183658016,15629,0.503487107300531,0.005128381634198376,0.003487107300531034,False,SS-WS-SB
103,14446,0.49487747473349025,15783,0.49781410378255087,0.005122525266509748,0.0021858962174491348,True,SS-SB-WS
13,5524,0.4949312092686459,6012,0.49318030605455754,0.005068790731354078,0.006819693945442462,True,SB-DJ-WS
117,5461,0.4949642922541659,5964,0.48222669349429914,0.005035707745834117,0.01777330650570086,True,SS-WS-DJ
113,5297,0.5050028317915801,5988,0.4998329993319973,0.00500283179158012,0.00016700066800268143,False,SS-DJ-WS
57,2058,0.49514091350826045,2354,0.5008496176720476,0.00485908649173955,0.000849617672047609,False,DJ-WB-DJ
71,5601,0.4952687020174969,6003,0.4890887889388639,0.004731297982503102,0.010911211061136072,True,DJ-SS-WB
24,13134,0.49527942744023146,14095,0.495069173465768,0.004720572559768543,0.004930826534231991,True,SB-SS-SS
20,13178,0.4955987251479739,14331,0.5004535622078012,0.004401274852026127,0.0004535622078012391,False,SB-SS-SB
44,16133,0.4956300750015496,17154,0.49306284248571763,0.004369924998450403,0.006937157514282366,True,WB-WS-SS
65,5507,0.4957327038314872,5925,0.499915611814346,0.004267296168512791,8.438818565398298e-05,True,DJ-WS-SB
26,15854,0.49577393717673773,16972,0.4970539712467594,0.0042260628232622666,0.002946028753240626,True,WB-SB-WB
74,4977,0.5041189471569218,5398,0.5164875879955539,0.004118947156921848,0.016487587995553943,True,DJ-SS-SS
119,14402,0.4959033467573948,15745,0.49596697364242615,0.004096653242605219,0.0040330263575738545,True,SS-WS-SS
80,16043,0.49591722246462633,17152,0.49685167910447764,0.004082777535373672,0.0031483208955223607,True,WS-WB-SB
77,5548,0.4960346070656092,5914,0.5032127155901251,0.003965392934390799,0.003212715590125148,False,WS-SB-DJ
58,6084,0.4960552268244576,6531,0.4977798193232277,0.0039447731755424265,0.002220180676772321,True,DJ-WB-WS
104,13173,0.49624231382373035,14276,0.5072149061361726,0.003757686176269648,0.007214906136172594,False,SS-SB-SS
94,15990,0.4963727329580988,17381,0.4989356193544675,0.0036272670419011943,0.0010643806455324922,True,WS-WS-SS
8,16028,0.49644372348390314,17095,0.4961099736765136,0.003556276516096857,0.003890026323486395,True,SB-WB-WS
49,14337,0.49647764525353977,15784,0.4959452610238216,0.0035223547464602323,0.004054738976178418,True,WB-SS-SS
62,727,0.5034387895460798,802,0.4625935162094763,0.00343878954607979,0.03740648379052369,False,DJ-DJ-DJ
101,14479,0.4965812556115754,15708,0.5018461930226636,0.0034187443884245994,0.0018461930226636447,False,SS-SB-WB
30,15693,0.5033454406423246,17012,0.5057018575123442,0.0033454406423245597,0.0057018575123441995,True,WB-WB-SB
107,5440,0.5033088235294118,5952,0.4949596774193548,0.003308823529411753,0.005040322580645185,False,SS-WB-DJ
28,15852,0.5032803431743629,17066,0.4970701980546115,0.0032803431743628764,0.0029298019453884994,False,WB-SB-WS
69,5454,0.5031169783645031,6021,0.500913469523335,0.003116978364503087,0.0009134695233350421,True,DJ-WS-SS
72,1950,0.4969230769230769,2005,0.4763092269326683,0.003076923076923088,0.023690773067331694,True,DJ-SS-DJ
68,6060,0.4971947194719472,6613,0.4969000453651898,0.0028052805280527893,0.0030999546348102203,True,DJ-WS-WS
99,14294,0.502798376941374,16012,0.503185111166625,0.00279837694137397,0.00318511116662501,True,WS-SS-SS
2,5014,0.497207818109294,5573,0.5026018302530055,0.0027921818907060136,0.0026018302530055326,False,SB-SB-DJ
15,14376,0.5027824151363384,15604,0.500704947449372,0.0027824151363383676,0.0007049474493719954,True,SB-WS-SB
6,15557,0.49733239056373335,17317,0.5026852226136167,0.002667609436266649,0.0026852226136167,False,SB-WB-WB
111,5478,0.497626871120847,5815,0.4999140154772141,0.0023731288791529748,8.598452278590907e-05,True,SS-DJ-WB
37,2132,0.4976547842401501,2283,0.5076653526062199,0.002345215759849917,0.007665352606219922,False,WB-DJ-DJ
73,5558,0.5023389708528248,5977,0.4853605487702861,0.002338970852824751,0.014639451229713885,False,DJ-SS-WS
46,15816,0.5021497218007082,17149,0.49792990844947227,0.0021497218007081598,0.0020700915505277306,False,WB-SS-WB
85,5477,0.49790031038889904,5940,0.5084175084175084,0.0020996896111009633,0.008417508417508435,False,WS-DJ-SB
98,16234,0.5020943698410743,17244,0.5012178148921363,0.0020943698410742506,0.0012178148921363485,True,WS-SS-WS
91,17509,0.5020846421840196,18947,0.49939304375362853,0.0020846421840196028,0.0006069562463714706,False,WS-WS-WB
33,17274,0.4979159430357763,18671,0.49670612179315515,0.0020840569642237017,0.003293878206844847,True,WB-WB-WS
79,14365,0.5020536025060912,15571,0.5041423158435553,0.002053602506091212,0.004142315843555289,True,WS-SB-SS
95,14496,0.4979994481236203,15586,0.5021172847427178,0.002000551876379708,0.0021172847427177732,False,WS-SS-SB
100,13207,0.49806920572423713,14427,0.5048173563457407,0.0019307942757628704,0.004817356345740653,False,SS-SB-SB
123,14447,0.4980964906208902,15921,0.49764462031279444,0.0019035093791098245,0.002355379687205561,True,SS-SS-WS
1,14669,0.498125298248006,15820,0.4995575221238938,0.0018747017519940012,0.0004424778761061843,True,SB-SB-WB
9,14452,0.49813174647107666,15714,0.5002545500827288,0.001868253528923336,0.0002545500827287883,False,SB-WB-SS
110,5123,0.5018543821979309,5454,0.5111844517785112,0.0018543821979308817,0.01118445177851124,True,SS-DJ-SB
21,14351,0.4982928018953383,15706,0.49789889214313,0.001707198104661689,0.0021011078568700103,True,SB-SS-WB
5,14451,0.5016261850390976,15528,0.49613601236476046,0.0016261850390976162,0.003863987635239541,False,SB-WB-SB
31,17045,0.49838662364329717,18507,0.5002431512400713,0.0016133763567028336,0.0002431512400713487,False,WB-WB-WB
56,6000,0.4985,6579,0.4889800881592947,0.0015000000000000013,0.011019911840705277,True,DJ-WB-WB
81,17444,0.49850951616601696,18736,0.49279461998292057,0.0014904838339830362,0.007205380017079432,True,WS-WB-WB
96,15702,0.5014647815564897,17248,0.5021451762523191,0.0014647815564896582,0.0021451762523191364,True,WS-SS-WB
70,5066,0.49861823924200555,5628,0.500177683013504,0.0013817607579944546,0.00017768301350395976,False,DJ-SS-SB
3,14626,0.49863257213182005,15682,0.49987246524677975,0.001367427868179949,0.00012753475322024865,True,SB-SB-WS
10,4989,0.4986971336941271,5446,0.5110172603745868,0.0013028663058728962,0.011017260374586835,False,SB-DJ-SB
38,6142,0.5013025073266038,6620,0.5022658610271903,0.0013025073266037523,0.0022658610271902857,True,WB-DJ-WS
106,15798,0.49892391441954675,17041,0.49879701895428674,0.0010760855804532454,0.0012029810457132584,True,SS-WB-WB
16,16062,0.501058398705018,17068,0.4992969299273494,0.0010583987050180044,0.0007030700726505801,False,SB-WS-WB
40,15656,0.5009580991313235,17118,0.4933987615375628,0.0009580991313234977,0.006601238462437209,False,WB-WS-SB
88,6188,0.49919198448610214,6682,0.5037413947919784,0.000808015513897864,0.0037413947919784363,False,WS-DJ-WS
114,4990,0.5008016032064129,5397,0.5069483046136742,0.0008016032064128709,0.006948304613674239,True,SS-DJ-SS
54,5064,0.5007898894154819,5265,0.5042735042735043,0.0007898894154818592,0.004273504273504258,True,DJ-SB-SS
34,15723,0.5007314125802964,17400,0.5003448275862069,0.0007314125802964089,0.00034482758620690834,True,WB-WB-SS
89,5578,0.5007171029042667,6129,0.5048131832272802,0.0007171029042667421,0.004813183227280193,True,WS-DJ-SS
93,17576,0.4993172507965407,18964,0.4978380088588905,0.0006827492034592875,0.002161991141109487,True,WS-WS-WS
92,6090,0.5006568144499179,6701,0.4821668407700343,0.0006568144499179418,0.0178331592299657,False,WS-WS-DJ
19,14364,0.4993734335839599,15688,0.4980877103518613,0.0006265664160400863,0.0019122896481387208,True,SB-WS-SS
25,14513,0.4994143181974781,15678,0.49457839010077814,0.0005856818025218868,0.0054216098992218575,True,WB-SB-SB
108,15861,0.49959018977365865,17175,0.4996797671033479,0.000409810226341345,0.0003202328966521173,True,SS-WB-WS
43,17280,0.4995949074074074,18836,0.49384157995328093,0.0004050925925925819,0.006158420046719071,True,WB-WS-WS
47,5338,0.4996253278381416,5984,0.5060160427807486,0.00037467216185838037,0.006016042780748632,False,WB-SS-DJ
18,15969,0.5003444173085353,17208,0.49511854951185497,0.0003444173085352942,0.004881450488145034,False,SB-WS-WS
84,15981,0.500281584381453,17107,0.4948851347401648,0.0002815843814529817,0.005114865259835177,False,WS-WB-SS
112,1919,0.49973944762897343,2027,0.5096201282683769,0.0002605523710265678,0.009620128268376882,False,SS-DJ-DJ
83,17539,0.49974342892981355,18918,0.5031187229093984,0.000256571070186451,0.003118722909398408,False,WS-WB-WS
116,15928,0.5002511300853842,17151,0.5008454317532506,0.00025113008538424353,0.0008454317532505806,True,SS-WS-WB
124,12878,0.5001553036185743,14066,0.49786719749751174,0.00015530361857429842,0.0021328025024882624,False,SS-SS-SS
