ctx,n_disc,p_up_disc,n_val,p_up_val,edge_disc,edge_val,same_side,pattern
111,5575,0.5049327354260089,6100,0.5003278688524591,0.004932735426008916,0.0003278688524590567,True,SS-DJ-WB
65,5482,0.4950747902225465,5885,0.5053525913338998,0.0049252097774534764,0.005352591333899759,False,DJ-WS-SB
49,14268,0.504906083543594,15669,0.5000957304231285,0.004906083543594009,9.573042312849278e-05,True,WB-SS-SS
71,5458,0.5047636496885306,5943,0.5076560659599529,0.004763649688530602,0.00765606595995294,True,DJ-SS-WB
34,15986,0.5047541598899037,17405,0.5023269175524274,0.004754159889903686,0.002326917552427421,True,WB-WB-SS
5,14221,0.5047465016524858,15646,0.5013421960884571,0.004746501652485802,0.0013421960884570927,True,SB-WB-SB
14,5078,0.49527372981488776,5566,0.4937118217750629,0.004726270185112236,0.006288178224937102,True,SB-DJ-SS
119,14433,0.4953232176262731,15520,0.49387886597938147,0.004676782373726873,0.006121134020618535,True,SS-WS-SS
3,14320,0.4954608938547486,15707,0.4957662188833004,0.0045391061452513815,0.0042337811166995865,True,SB-SB-WS
90,15624,0.5042882744495648,17225,0.505021770682148,0.004288274449564811,0.005021770682148041,True,WS-WS-SB
23,14329,0.49577779328634236,15407,0.4984098137210359,0.004222206713657639,0.001590186278964123,True,SB-SS-WS
19,14353,0.4958545251863722,15772,0.4979710880040578,0.004145474813627814,0.002028911995942184,True,SB-WS-SS
94,16065,0.5040771864301276,17420,0.49942594718714123,0.004077186430127555,0.0005740528128587719,False,WS-WS-SS
41,17483,0.4959675112966882,18959,0.498074792974313,0.004032488703311798,0.0019252070256869924,True,WB-WS-WB
81,17650,0.4959773371104816,19099,0.49651814231111574,0.0040226628895184136,0.00348185768888426,True,WS-WB-WB
51,5601,0.49616139975004464,5818,0.5018906840838776,0.0038386002499553595,0.001890684083877603,False,DJ-SB-WB
32,6014,0.5038244097106751,6566,0.5012183978068839,0.003824409710675103,0.0012183978068839307,True,WB-WB-DJ
15,14262,0.49621371476651244,15375,0.5004227642276423,0.003786285233487563,0.0004227642276423138,False,SB-WS-SB
78,15675,0.5036044657097288,17252,0.5009853929979133,0.0036044657097288324,0.000985392997913337,True,WS-SB-WS
18,15846,0.5035340148933485,17136,0.4981909430438842,0.0035340148933484805,0.0018090569561157732,False,SB-WS-WS
115,14124,0.5034692721608609,15666,0.4982126899016979,0.0034692721608609034,0.001787310098302075,False,SS-WS-SB
123,14429,0.49656940882944073,15672,0.4997447677386422,0.0034305911705592718,0.0002552322613578184,True,SS-SS-WS
25,14462,0.5033190430092657,15711,0.4939851059767042,0.0033190430092656653,0.006014894023295803,False,WB-SB-SB
28,15751,0.4967303663259476,16942,0.49580923149569117,0.003269633674052419,0.004190768504308828,True,WB-SB-WS
85,5727,0.4969442989348699,5938,0.499494779386999,0.0030557010651300898,0.0005052206130010117,True,WS-DJ-SB
48,15921,0.49695370893788077,17159,0.49886357013811994,0.003046291062119233,0.0011364298618800617,True,WB-SS-WS
121,14347,0.5030319927510978,15712,0.49853615071283097,0.0030319927510977784,0.0014638492871690278,False,SS-SS-WB
91,17718,0.5029913082740716,18788,0.504737066212476,0.002991308274071569,0.004737066212476049,True,WS-WS-WB
33,17637,0.5029766967171287,18889,0.49939118005188204,0.002976696717128746,0.0006088199481179557,False,WB-WB-WS
59,5470,0.4970749542961609,6004,0.4950033311125916,0.002925045703839113,0.004996668887408406,True,DJ-WB-SS
56,6013,0.4970896391152503,6630,0.4995475113122172,0.0029103608847497187,0.0004524886877828038,True,DJ-WB-WB
44,15795,0.502880658436214,17195,0.5025298051759233,0.0028806584362139898,0.002529805175923272,True,WB-WS-SS
1,14509,0.5028602936108623,15598,0.5089113988972945,0.0028602936108622634,0.008911398897294531,True,SB-SB-WB
30,15947,0.4972722142095692,17254,0.5073026544569376,0.0027277857904308145,0.007302654456937563,False,WB-WB-SB
68,6111,0.49729995090819834,6658,0.4975968759387203,0.0027000490918016595,0.0024031240612796823,True,DJ-WS-WS
107,5455,0.5026581118240147,5987,0.4927342575580424,0.002658111824014653,0.007265742441957601,False,SS-WB-DJ
124,12664,0.5026058117498421,14352,0.4961677814938685,0.0026058117498420907,0.003832218506131524,False,SS-SS-SS
66,6101,0.4974594328798558,6433,0.5038084874863983,0.0025405671201442215,0.003808487486398282,False,DJ-WS-WB
16,15615,0.5025296189561319,17300,0.4946242774566474,0.002529618956131907,0.005375722543352612,False,SB-WS-WB
106,15880,0.5023929471032745,17297,0.49875700988610744,0.002392947103274534,0.0012429901138925614,False,SS-WB-WB
46,15791,0.5023114432271547,17328,0.5053093259464451,0.002311443227154708,0.005309325946445065,True,WB-SS-WB
20,13321,0.5021394790180918,14259,0.4993337541202048,0.00213947901809175,0.0006662458797951909,False,SB-SS-SB
103,14308,0.5020967291026,15646,0.500383484596702,0.002096729102599948,0.00038348459670201063,True,SS-SB-WS
98,15810,0.4980392156862745,17555,0.5036741669040159,0.0019607843137254832,0.0036741669040158964,False,WS-SS-WS
97,5523,0.5017200796668477,5823,0.5024901253649322,0.0017200796668477292,0.0024901253649322053,True,WS-SS-DJ
104,13109,0.5017163780608742,14331,0.495359709720187,0.001716378060874213,0.0046402902798129975,False,SS-SB-SS
83,17594,0.4982948732522451,18989,0.4985517931433988,0.0017051267477549148,0.0014482068566011863,True,WS-WB-WS
24,13016,0.5016902274124155,14182,0.5088845014807503,0.0016902274124155348,0.008884501480750262,True,SB-SS-SS
101,14449,0.5016264101321891,15637,0.4945321992709599,0.0016264101321891156,0.005467800729040073,False,SS-SB-WB
84,15785,0.4984478935698448,17116,0.49777985510633327,0.0015521064301551868,0.002220144893666731,True,WS-WB-SS
45,14391,0.49850601070113265,15547,0.49610857400141506,0.0014939892988673487,0.003891425998584941,True,WB-SS-SB
6,16041,0.5014649959478835,17088,0.49584503745318353,0.0014649959478835184,0.004154962546816465,False,SB-WB-WB
26,15765,0.5014272121788773,17201,0.4953200395325853,0.0014272121788773129,0.004679960467414701,False,WB-SB-WB
61,2112,0.49857954545454547,2288,0.5078671328671329,0.0014204545454545303,0.00786713286713292,False,DJ-DJ-WB
69,5425,0.4986175115207373,5995,0.4847372810675563,0.0013824884792627001,0.015262718932443686,True,DJ-WS-SS
27,5505,0.5013623978201635,6015,0.49359933499584374,0.0013623978201634523,0.0064006650041562585,False,WB-SB-DJ
13,5526,0.5012667390517553,6029,0.4956045778736109,0.001266739051755339,0.004395422126389104,False,SB-DJ-WS
55,5616,0.49875356125356124,5991,0.4984142880988149,0.0012464387464387605,0.0015857119011851162,True,DJ-WB-SB
96,15899,0.5012264922322158,17228,0.5027281170188066,0.0012264922322158256,0.0027281170188065973,True,WS-SS-WB
9,14372,0.4988171444475369,15710,0.4996817313812858,0.0011828555524631135,0.0003182686187142014,True,SB-WB-SS
47,5567,0.4988324052451949,6018,0.5038218677301429,0.0011675947548051013,0.003821867730142925,False,WB-SS-DJ
50,5100,0.5009803921568627,5289,0.49083002457931557,0.0009803921568627416,0.009169975420684429,False,DJ-SB-SB
95,14343,0.49905877431499684,15631,0.4951698547757661,0.0009412256850031553,0.004830145224233917,True,WS-SS-SB
99,14496,0.4991721854304636,15665,0.4969039259495691,0.0008278145695364003,0.003096074050430886,True,WS-SS-SS
93,17577,0.49917505831484327,18903,0.5035708617679734,0.0008249416851567326,0.003570861767973388,False,WS-WS-WS
86,6113,0.5007361361033862,6670,0.48800599700149927,0.0007361361033861868,0.01199400299850073,False,WS-DJ-WB
22,4957,0.5007060722211015,5464,0.4833455344070278,0.000706072221101528,0.01665446559297218,False,SB-SS-DJ
8,15876,0.4993701184177375,16990,0.5048263684520307,0.0006298815822625148,0.0048263684520306604,False,SB-WB-WS
116,15898,0.500629009938357,17299,0.5011850395976646,0.0006290099383570169,0.0011850395976645833,True,SS-WS-WB
109,14325,0.4994066317626527,15486,0.5003228722717293,0.0005933682373472915,0.0003228722717293353,False,SS-WB-SS
76,15727,0.5003497170471164,17112,0.5028050490883591,0.0003497170471163935,0.0028050490883591017,True,WS-SB-WB
105,14534,0.49965597908352827,15618,0.5007683442182097,0.0003440209164717323,0.0007683442182097044,False,SS-WB-SB
35,5567,0.5002694449434165,5808,0.48484848484848486,0.00026944494341651914,0.015151515151515138,False,WB-DJ-SB
31,17586,0.5002274536563175,18947,0.5044598089407294,0.00022745365631748893,0.004459808940729393,True,WB-WB-WB
108,15746,0.5001270163851137,17300,0.49554913294797687,0.0001270163851136985,0.004450867052023133,False,SS-WB-WS
79,14088,0.5000709823963657,15442,0.5064758450977853,7.098239636571524e-05,0.0064758450977853155,True,WS-SB-SS
